iterations,tabu_size,avg_time,avg_bins,std_bins
10,5,14.778980414072672,9.0,0.0
10,10,14.518572807312012,9.0,0.0
10,20,14.493754943211874,9.0,0.0
20,5,29.147732893625896,9.0,0.0
20,10,29.45967133839925,9.0,0.0
20,20,29.106703678766888,9.0,0.0
30,5,43.7593187491099,8.0,0.0
30,10,43.80340123176575,8.0,0.0
30,20,44.23967138926188,8.0,0.0
40,5,59.96180645624796,8.0,0.0
40,10,59.7539287408193,8.0,0.0
40,20,63.770626624425255,8.0,0.0
