iterations,tabu_size,avg_time,avg_bins,std_bins
31,2,46.71495580673218,10.0,0.0
31,4,46.71141497294108,10.0,0.0
31,6,46.40131107966105,10.0,0.0
32,2,47.94622826576233,9.0,0.0
32,4,48.195013205210365,9.0,0.0
32,6,48.671613693237305,9.0,0.0
33,2,50.53543178240458,9.0,0.0
33,4,49.7607196966807,9.0,0.0
33,6,49.98409263292948,9.0,0.0
